Time, CA-V, CB-V 
17.070, 1.648, 0.001  
17.114, 1.645, 0.001  
17.118, 1.641, 0.001  
17.161, 1.638, 0.001  
17.165, 1.634, 0.001  
17.171, 1.631, 0.001  
17.213, 1.627, 0.001  
17.219, 1.624, 0.001  
17.264, 1.621, 0.001  
17.269, 1.617, 0.001  
17.282, 1.614, 0.001  
17.307, 1.611, 0.001  
17.314, 1.607, 0.001  
17.320, 1.604, 0.001  
17.358, 1.600, 0.001  
17.363, 1.597, 0.001  
17.415, 1.594, 0.001  
17.420, 1.590, 0.001  
17.427, 1.587, 0.001  
17.468, 1.584, 0.001  
17.474, 1.581, 0.001  
17.520, 1.577, 0.001  
17.524, 1.574, 0.001  
17.529, 1.571, 0.001  
17.572, 1.567, 0.001  
17.577, 1.564, 0.001  
17.633, 1.561, 0.001  
17.637, 1.558, 0.001  
17.643, 1.554, 0.001  
17.672, 1.551, 0.001  
17.677, 1.548, 0.001  
17.724, 1.545, 0.001  
17.733, 1.541, 0.001  
17.737, 1.538, 0.001  
17.775, 1.535, 0.001  
17.780, 1.532, 0.001  
17.784, 1.529, 0.001  
17.828, 1.525, 0.001  
17.832, 1.522, 0.001  
17.880, 1.519, 0.001  
17.885, 1.516, 0.001  
17.892, 1.513, 0.001  
17.930, 1.510, 0.001  
17.934, 1.506, 0.001  
17.982, 1.503, 0.001  
17.987, 1.500, 0.001  
17.993, 1.497, 0.001  
18.032, 1.494, 0.001  
18.037, 1.491, 0.001  
18.082, 1.488, 0.001  
18.086, 1.485, 0.001  
18.091, 1.481, 0.001  
18.134, 1.478, 0.001  
18.139, 1.475, 0.001  
18.146, 1.472, 0.001  
18.185, 1.469, 0.001  
18.190, 1.466, 0.001  
18.236, 1.463, 0.001  
18.241, 1.460, 0.001  
18.244, 1.457, 0.001  
18.293, 1.454, 0.001  
18.299, 1.451, 0.001  
18.339, 1.448, 0.001  
18.344, 1.445, 0.001  
18.350, 1.442, 0.001  
18.389, 1.439, 0.001  
18.396, 1.436, 0.001  
18.441, 1.433, 0.001  
18.446, 1.430, 0.001  
18.452, 1.427, 0.001  
18.493, 1.424, 0.001  
18.498, 1.421, 0.001  
18.545, 1.418, 0.001  
18.550, 1.415, 0.001  
18.555, 1.412, 0.001  
18.593, 1.409, 0.001  
18.598, 1.406, 0.001  
18.603, 1.403, 0.001  
18.649, 1.400, 0.001  
18.653, 1.397, 0.001  
18.698, 1.395, 0.001  
18.704, 1.392, 0.001  
18.708, 1.389, 0.001  
18.749, 1.386, 0.001  
18.754, 1.383, 0.001  
18.810, 1.380, 0.001  
18.816, 1.377, 0.001  
18.820, 1.374, 0.001  
18.851, 1.371, 0.001  
18.856, 1.369, 0.001  
18.902, 1.366, 0.001  
18.908, 1.363, 0.001  
18.912, 1.360, 0.001  
18.965, 1.357, 0.001  
18.969, 1.354, 0.001  
19.003, 1.352, 0.001  
19.011, 1.349, 0.001  
19.016, 1.346, 0.001  
19.055, 1.343, 0.001  
19.060, 1.340, 0.001  
19.064, 1.338, 0.001  
19.108, 1.335, 0.001  
19.113, 1.332, 0.001  
19.159, 1.329, 0.001  
19.163, 1.327, 0.001  
19.170, 1.324, 0.001  
19.209, 1.321, 0.001  
19.215, 1.318, 0.001  
19.260, 1.316, 0.001  
19.268, 1.313, 0.001  
19.276, 1.310, 0.001  
19.306, 1.307, 0.001  
19.311, 1.305, 0.001  
19.364, 1.302, 0.001  
19.368, 1.299, 0.001  
19.374, 1.297, 0.001  
19.414, 1.294, 0.001  
19.419, 1.291, 0.001  
19.424, 1.289, 0.001  
19.466, 1.286, 0.001  
19.473, 1.283, 0.001  
19.519, 1.281, 0.001  
19.524, 1.278, 0.001  
19.528, 1.275, 0.001  
19.570, 1.273, 0.001  
19.575, 1.270, 0.001  
19.630, 1.267, 0.001  
19.636, 1.265, 0.001  
19.641, 1.262, 0.001  
19.671, 1.259, 0.001  
19.676, 1.257, 0.001  
19.720, 1.254, 0.001  
19.725, 1.252, 0.001  
19.730, 1.249, 0.001  
19.773, 1.246, 0.001  
19.779, 1.244, 0.001  
19.824, 1.241, 0.001  
19.829, 1.239, 0.001  
19.833, 1.236, 0.001  
19.875, 1.234, 0.001  
19.880, 1.231, 0.001  
19.884, 1.228, 0.001  
19.926, 1.226, 0.001  
19.931, 1.223, 0.001  
19.977, 1.221, 0.001  
19.983, 1.218, 0.001  
19.990, 1.216, 0.001  
20.029, 1.213, 0.001  
20.034, 1.211, 0.001  
20.082, 1.208, 0.001  
20.086, 1.206, 0.001  
20.091, 1.203, 0.001  
20.131, 1.201, 0.001  
20.136, 1.198, 0.001  
20.181, 1.196, 0.001  
20.186, 1.193, 0.001  
20.191, 1.191, 0.001  
20.232, 1.188, 0.001  
20.236, 1.186, 0.001  
20.296, 1.184, 0.001  
20.301, 1.181, 0.001  
20.307, 1.179, 0.001  
20.337, 1.176, 0.001  
20.342, 1.174, 0.001  
20.347, 1.171, 0.001  
20.387, 1.169, 0.001  
20.391, 1.167, 0.001  
20.441, 1.164, 0.001  
20.445, 1.162, 0.001  
20.452, 1.159, 0.001  
20.490, 1.157, 0.001  
20.496, 1.155, 0.001  
20.541, 1.152, 0.001  
20.547, 1.150, 0.001  
20.551, 1.147, 0.001  
20.592, 1.145, 0.001  
20.597, 1.143, 0.001  
20.644, 1.140, 0.001  
20.648, 1.138, 0.001  
20.652, 1.136, 0.001  
20.696, 1.133, 0.001  
20.701, 1.131, 0.001  
20.707, 1.129, 0.001  
20.742, 1.126, 0.001  
20.747, 1.124, 0.001  
20.795, 1.122, 0.001  
20.799, 1.119, 0.001  
20.803, 1.117, 0.001  
20.849, 1.115, 0.001  
20.854, 1.112, 0.001  
20.899, 1.110, 0.001  
20.904, 1.108, 0.001  
20.910, 1.106, 0.001  
20.952, 1.103, 0.001  
20.957, 1.101, 0.001  
21.002, 1.099, 0.001  
21.008, 1.097, 0.001  
21.013, 1.094, 0.001  
21.053, 1.092, 0.001  
21.061, 1.090, 0.001  
21.103, 1.088, 0.001  
21.108, 1.085, 0.001  
21.113, 1.083, 0.001  
21.155, 1.081, 0.001  
21.160, 1.079, 0.001  
21.164, 1.076, 0.001  
21.208, 1.074, 0.001  
21.212, 1.072, 0.001  
21.259, 1.070, 0.001  
21.273, 1.068, 0.001  
21.290, 1.065, 0.001  
21.302, 1.063, 0.001  
21.307, 1.061, 0.001  
21.352, 1.059, 0.001  
21.357, 1.057, 0.001  
21.363, 1.054, 0.001  
21.411, 1.052, 0.001  
21.416, 1.050, 0.001  
21.462, 1.048, 0.001  
21.466, 1.046, 0.001  
21.472, 1.044, 0.001  
21.514, 1.041, 0.001  
21.520, 1.039, 0.001  
21.561, 1.037, 0.001  
21.567, 1.035, 0.001  
21.572, 1.033, 0.001  
21.618, 1.031, 0.001  
21.623, 1.029, 0.001  
21.627, 1.027, 0.001  
21.669, 1.025, 0.001  
21.674, 1.022, 0.001  
21.718, 1.020, 0.001  
21.723, 1.018, 0.001  
21.728, 1.016, 0.001  
21.769, 1.014, 0.001  
21.773, 1.012, 0.001  
21.819, 1.010, 0.001  
21.824, 1.008, 0.001  
21.829, 1.006, 0.001  
21.871, 1.004, 0.001  
21.879, 1.002, 0.001  
21.933, 1.000, 0.001  
21.945, 0.997, 0.001  
21.949, 0.995, 0.001  
21.974, 0.993, 0.001  
21.979, 0.991, 0.001  
21.983, 0.989, 0.001  
22.027, 0.987, 0.001  
22.032, 0.985, 0.001  
22.075, 0.983, 0.001  
22.081, 0.981, 0.001  
22.086, 0.979, 0.001  
22.132, 0.977, 0.001  
22.136, 0.975, 0.001  
22.178, 0.973, 0.001  
22.182, 0.971, 0.001  
22.187, 0.969, 0.001  
22.229, 0.967, 0.001  
22.233, 0.965, 0.001  
22.282, 0.963, 0.001  
22.287, 0.961, 0.001  
22.292, 0.959, 0.001  
22.335, 0.957, 0.001  
22.340, 0.955, 0.001  
22.383, 0.953, 0.001  
22.389, 0.951, 0.001  
22.394, 0.950, 0.001  
22.434, 0.948, 0.001  
22.440, 0.946, 0.001  
22.444, 0.944, 0.001  
22.489, 0.942, 0.001  
22.495, 0.940, 0.001  
22.539, 0.938, 0.001  
22.543, 0.936, 0.001  
22.549, 0.934, 0.001  
22.596, 0.932, 0.001  
22.602, 0.930, 0.001  
22.641, 0.928, 0.001  
22.646, 0.926, 0.001  
22.651, 0.925, 0.001  
22.695, 0.923, 0.001  
22.700, 0.921, 0.001  
22.741, 0.919, 0.001  
22.746, 0.917, 0.001  
22.751, 0.915, 0.001  
22.793, 0.913, 0.001  
22.799, 0.911, 0.001  
22.843, 0.910, 0.001  
22.849, 0.908, 0.001  
22.853, 0.906, 0.001  
22.909, 0.904, 0.001  
22.914, 0.902, 0.001  
22.920, 0.900, 0.001  
22.949, 0.898, 0.001  
22.954, 0.897, 0.001  
22.999, 0.895, 0.001  
23.004, 0.893, 0.001  
23.011, 0.891, 0.001  
23.047, 0.889, 0.001  
23.052, 0.887, 0.001  
23.101, 0.886, 0.001  
23.107, 0.884, 0.001  
23.112, 0.882, 0.001  
23.152, 0.880, 0.001  
23.157, 0.878, 0.001  
23.212, 0.877, 0.001  
23.218, 0.875, 0.001  
23.223, 0.873, 0.001  
23.262, 0.871, 0.001  
23.275, 0.869, 0.001  
23.279, 0.868, 0.001  
23.299, 0.866, 0.001  
23.304, 0.864, 0.001  
23.356, 0.862, 0.001  
23.363, 0.861, 0.001  
23.368, 0.859, 0.001  
23.408, 0.857, 0.001  
23.413, 0.855, 0.001  
23.459, 0.854, 0.001  
23.464, 0.852, 0.001  
23.468, 0.850, 0.001  
23.510, 0.848, 0.001  
23.514, 0.847, 0.001  
23.559, 0.845, 0.001  
23.564, 0.843, 0.001  
23.571, 0.841, 0.001  
23.615, 0.840, 0.001  
23.621, 0.838, 0.001  
23.666, 0.836, 0.001  
23.671, 0.835, 0.001  
23.676, 0.833, 0.001  
23.714, 0.831, 0.001  
23.722, 0.829, 0.001  
23.727, 0.828, 0.001  
23.765, 0.826, 0.001  
23.771, 0.824, 0.001  
23.815, 0.823, 0.001  
23.820, 0.821, 0.001  
23.826, 0.819, 0.001  
23.873, 0.818, 0.001  
23.877, 0.816, 0.001  
23.919, 0.814, 0.001  
23.931, 0.813, 0.001  
23.937, 0.811, 0.001  
23.963, 0.809, 0.001  
23.968, 0.808, 0.001  
24.025, 0.806, 0.001  
24.029, 0.804, 0.001  
24.036, 0.803, 0.001  
24.073, 0.801, 0.001  
24.078, 0.800, 0.001  
24.124, 0.798, 0.001  
24.132, 0.796, 0.001  
24.136, 0.795, 0.001  
24.176, 0.793, 0.001  
24.180, 0.791, 0.001  
24.185, 0.790, 0.001  
24.226, 0.788, 0.001  
24.231, 0.787, 0.001  
24.284, 0.785, 0.001  
24.290, 0.783, 0.001  
24.295, 0.782, 0.001  
24.331, 0.780, 0.001  
24.335, 0.779, 0.001  
24.379, 0.777, 0.001  
24.383, 0.775, 0.001  
24.389, 0.774, 0.001  
24.433, 0.772, 0.001  
24.437, 0.771, 0.001  
24.483, 0.769, 0.001  
24.488, 0.768, 0.001  
24.493, 0.766, 0.001  
24.534, 0.764, 0.001  
24.539, 0.763, 0.001  
24.542, 0.761, 0.001  
24.584, 0.760, 0.001  
24.597, 0.758, 0.001  
24.634, 0.757, 0.001  
24.642, 0.755, 0.001  
24.646, 0.754, 0.001  
24.691, 0.752, 0.001  
24.696, 0.751, 0.001  
24.745, 0.749, 0.001  
24.751, 0.747, 0.001  
24.756, 0.746, 0.001  
24.792, 0.744, 0.001  
24.796, 0.743, 0.001  
24.843, 0.741, 0.001  
24.849, 0.740, 0.001  
24.854, 0.738, 0.001  
24.895, 0.737, 0.001  
24.899, 0.735, 0.001  
24.953, 0.734, 0.001  
24.960, 0.732, 0.001  
24.964, 0.731, 0.001  
25.004, 0.729, 0.001  
25.011, 0.728, 0.001  
25.016, 0.726, 0.001  
25.045, 0.725, 0.001  
25.049, 0.723, 0.001  
25.094, 0.722, 0.001  
25.099, 0.721, 0.001  
25.105, 0.719, 0.001  
25.149, 0.718, 0.001  
25.156, 0.716, 0.001  
25.201, 0.715, 0.001  
25.208, 0.713, 0.001  
25.213, 0.712, 0.001  
25.252, 0.710, 0.001  
25.265, 0.709, 0.001  
25.305, 0.707, 0.001  
25.311, 0.706, 0.001  
25.317, 0.705, 0.001  
25.353, 0.703, 0.001  
25.361, 0.702, 0.001  
25.403, 0.700, 0.001  
25.409, 0.699, 0.001  
25.413, 0.697, 0.001  
25.459, 0.696, 0.001  
25.463, 0.695, 0.001  
25.468, 0.693, 0.001  
25.509, 0.692, 0.001  
25.514, 0.690, 0.001  
25.561, 0.689, 0.001  
25.566, 0.688, 0.001  
25.572, 0.686, 0.001  
25.613, 0.685, 0.001  
25.618, 0.683, 0.001  
25.659, 0.682, 0.001  
25.667, 0.681, 0.001  
25.672, 0.679, 0.001  
25.712, 0.678, 0.001  
25.716, 0.676, 0.001  
25.763, 0.675, 0.001  
25.769, 0.674, 0.001  
25.774, 0.672, 0.001  
25.813, 0.671, 0.001  
25.818, 0.670, 0.001  
25.825, 0.668, 0.001  
25.865, 0.667, 0.001  
25.869, 0.666, 0.001  
25.917, 0.664, 0.001  
25.930, 0.663, 0.001  
25.936, 0.661, 0.001  
25.961, 0.660, 0.001  
25.965, 0.659, 0.001  
26.020, 0.657, 0.001  
26.025, 0.656, 0.001  
26.031, 0.655, 0.001  
26.070, 0.653, 0.001  
26.075, 0.652, 0.001  
26.119, 0.651, 0.001  
26.123, 0.649, 0.001  
26.128, 0.648, 0.001  
26.173, 0.647, 0.001  
26.178, 0.646, 0.001  
26.239, 0.644, 0.001  
26.243, 0.643, 0.001  
26.248, 0.642, 0.001  
26.281, 0.640, 0.001  
26.288, 0.639, 0.001  
26.293, 0.638, 0.001  
26.327, 0.636, 0.001  
26.332, 0.635, 0.001  
26.375, 0.634, 0.001  
26.382, 0.633, 0.001  
26.389, 0.631, 0.001  
26.428, 0.630, 0.001  
26.435, 0.629, 0.001  
26.480, 0.627, 0.001  
26.485, 0.626, 0.001  
26.491, 0.625, 0.001  
26.531, 0.624, 0.001  
26.536, 0.622, 0.001  
26.583, 0.621, 0.001  
26.593, 0.620, 0.001  
26.601, 0.619, 0.001  
26.625, 0.617, 0.001  
26.629, 0.616, 0.001  
26.682, 0.615, 0.001  
26.690, 0.614, 0.001  
26.695, 0.612, 0.001  
26.736, 0.611, 0.001  
26.740, 0.610, 0.001  
26.745, 0.609, 0.001  
26.788, 0.607, 0.001  
26.792, 0.606, 0.001  
26.838, 0.605, 0.001  
26.842, 0.604, 0.001  
26.848, 0.602, 0.001  
26.888, 0.601, 0.001  
26.892, 0.600, 0.001  
26.949, 0.599, 0.001  
26.956, 0.598, 0.001  
26.961, 0.596, 0.001  
26.993, 0.595, 0.001  
26.999, 0.594, 0.001  
27.044, 0.593, 0.001  
27.049, 0.592, 0.001  
27.053, 0.590, 0.001  
27.094, 0.589, 0.001  
27.099, 0.588, 0.001  
27.103, 0.587, 0.001  
27.147, 0.586, 0.001  
27.152, 0.584, 0.001  
27.196, 0.583, 0.001  
27.201, 0.582, 0.001  
27.207, 0.581, 0.001  
27.248, 0.580, 0.001  
27.253, 0.579, 0.001  
27.298, 0.577, 0.001  
27.302, 0.576, 0.001  
27.306, 0.575, 0.001  
27.350, 0.574, 0.001  
27.355, 0.573, 0.001  
27.399, 0.572, 0.001  
27.404, 0.570, 0.001  
27.410, 0.569, 0.001  
27.452, 0.568, 0.001  
27.460, 0.567, 0.001  
27.507, 0.566, 0.001  
27.511, 0.565, 0.001  
27.517, 0.563, 0.001  
27.555, 0.562, 0.001  
27.559, 0.561, 0.001  
27.564, 0.560, 0.001  
27.612, 0.559, 0.001  
27.617, 0.558, 0.001  
27.659, 0.557, 0.001  
27.664, 0.556, 0.001  
27.669, 0.554, 0.001  
27.709, 0.553, 0.001  
27.714, 0.552, 0.001  
27.760, 0.551, 0.001  
27.765, 0.550, 0.001  
27.771, 0.549, 0.001  
27.810, 0.548, 0.001  
27.815, 0.547, 0.001  
27.862, 0.546, 0.001  
27.866, 0.544, 0.001  
27.872, 0.543, 0.001  
27.913, 0.542, 0.001  
27.918, 0.541, 0.001  
27.964, 0.540, 0.001  
27.971, 0.539, 0.001  
27.977, 0.538, 0.001  
28.014, 0.537, 0.001  
28.021, 0.536, 0.001  
28.027, 0.535, 0.001  
28.067, 0.534, 0.001  
28.073, 0.532, 0.001  
28.119, 0.531, 0.001  
28.124, 0.530, 0.001  
28.130, 0.529, 0.001  
28.168, 0.528, 0.001  
28.176, 0.527, 0.001  
28.220, 0.526, 0.001  
28.225, 0.525, 0.001  
28.229, 0.524, 0.001  
28.279, 0.523, 0.001  
28.283, 0.522, 0.001  
28.331, 0.521, 0.001  
28.335, 0.520, 0.001  
28.343, 0.519, 0.001  
28.375, 0.518, 0.001  
28.380, 0.517, 0.001  
28.385, 0.516, 0.001  
28.426, 0.514, 0.001  
28.431, 0.513, 0.001  
28.477, 0.512, 0.001  
28.483, 0.511, 0.001  
28.490, 0.510, 0.001  
28.527, 0.509, 0.001  
28.532, 0.508, 0.001  
28.581, 0.507, 0.001  
28.586, 0.506, 0.001  
28.600, 0.505, 0.001  
28.622, 0.504, 0.001  
28.627, 0.503, 0.001  
28.679, 0.502, 0.001  
28.684, 0.501, 0.001  
28.693, 0.500, 0.001  
28.731, 0.499, 0.001  
28.739, 0.498, 0.001  
28.784, 0.497, 0.001  
28.788, 0.496, 0.001  
28.793, 0.495, 0.001  
28.834, 0.494, 0.001  
28.838, 0.493, 0.001  
28.843, 0.492, 0.001  
28.888, 0.491, 0.001  
28.893, 0.490, 0.001  
28.942, 0.489, 0.001  
28.948, 0.488, 0.001  
28.952, 0.487, 0.001  
28.988, 0.486, 0.001  
28.994, 0.485, 0.001  
29.038, 0.484, 0.001  
29.044, 0.483, 0.001  
29.048, 0.482, 0.001  
29.090, 0.481, 0.001  
29.095, 0.480, 0.001  
29.142, 0.479, 0.001  
29.147, 0.478, 0.001  
29.151, 0.477, 0.001  
29.194, 0.476, 0.001  
29.198, 0.476, 0.001  
29.245, 0.475, 0.001  
29.251, 0.474, 0.001  
29.263, 0.473, 0.001  
29.288, 0.472, 0.001  
29.293, 0.471, 0.001  
29.299, 0.470, 0.001  
29.347, 0.469, 0.001  
29.353, 0.468, 0.001  
29.398, 0.467, 0.001  
29.403, 0.466, 0.001  
29.408, 0.465, 0.001  
29.450, 0.464, 0.001  
29.457, 0.463, 0.001  
29.499, 0.462, 0.001  
29.506, 0.461, 0.001  
29.514, 0.460, 0.001  
29.551, 0.460, 0.001  
29.556, 0.459, 0.001  
29.612, 0.458, 0.001  
29.617, 0.457, 0.001  
29.622, 0.456, 0.001  
29.654, 0.455, 0.001  
29.660, 0.454, 0.001  
29.667, 0.453, 0.001  
29.706, 0.452, 0.001  
29.711, 0.451, 0.001  
29.756, 0.450, 0.001  
29.762, 0.449, 0.001  
29.766, 0.449, 0.001  
29.808, 0.448, 0.001  
29.813, 0.447, 0.001  
29.861, 0.446, 0.001  
29.865, 0.445, 0.001  
29.870, 0.444, 0.001  
29.911, 0.443, 0.001  
29.915, 0.442, 0.001  
29.961, 0.441, 0.001  
29.966, 0.440, 0.001  
29.972, 0.440, 0.001  
30.011, 0.439, 0.001  
30.018, 0.438, 0.001  
30.063, 0.437, 0.001  
30.067, 0.436, 0.001  
30.072, 0.435, 0.001  
30.116, 0.434, 0.001  
30.120, 0.433, 0.001  
30.124, 0.433, 0.001  
30.165, 0.432, 0.001  
30.171, 0.431, 0.001  
30.216, 0.430, 0.001  
30.222, 0.429, 0.001  
30.228, 0.428, 0.001  
30.279, 0.427, 0.001  
30.284, 0.427, 0.001  
30.321, 0.426, 0.001  
30.325, 0.425, 0.001  
30.331, 0.424, 0.001  
30.399, 0.423, 0.001  
30.404, 0.422, 0.001  
30.414, 0.421, 0.001  
30.419, 0.421, 0.001  
30.433, 0.420, 0.001  
30.474, 0.419, 0.001  
30.478, 0.418, 0.001  
30.525, 0.417, 0.001  
30.530, 0.416, 0.001  
30.535, 0.416, 0.001  
30.577, 0.415, 0.001  
30.582, 0.414, 0.001  
30.586, 0.413, 0.001  
30.628, 0.412, 0.001  
30.634, 0.411, 0.001  
30.678, 0.411, 0.001  
30.682, 0.410, 0.001  
30.689, 0.409, 0.001  
30.729, 0.408, 0.001  
30.733, 0.407, 0.001  
30.778, 0.406, 0.001  
30.784, 0.406, 0.001  
30.790, 0.405, 0.001  
30.832, 0.404, 0.001  
30.838, 0.403, 0.001  
30.883, 0.402, 0.001  
30.888, 0.402, 0.001  
30.892, 0.401, 0.001  
30.944, 0.400, 0.001  
30.949, 0.399, 0.001  
30.954, 0.398, 0.001  
30.990, 0.398, 0.001  
30.995, 0.397, 0.001  
31.037, 0.396, 0.001  
31.042, 0.395, 0.001  
31.047, 0.394, 0.001  
31.091, 0.394, 0.001  
31.095, 0.393, 0.001  
31.139, 0.392, 0.001  
31.144, 0.391, 0.001  
31.150, 0.391, 0.001  
31.191, 0.390, 0.001  
31.196, 0.389, 0.001  
31.242, 0.388, 0.001  
31.246, 0.387, 0.001  
31.252, 0.387, 0.001  
31.293, 0.386, 0.001  
31.299, 0.385, 0.001  
31.345, 0.384, 0.001  
31.350, 0.384, 0.001  
31.355, 0.383, 0.001  
31.397, 0.382, 0.001  
31.402, 0.381, 0.001  
31.407, 0.380, 0.001  
31.446, 0.380, 0.001  
31.450, 0.379, 0.001  
31.496, 0.378, 0.001  
31.503, 0.377, 0.001  
31.509, 0.377, 0.001  
31.546, 0.376, 0.001  
31.552, 0.375, 0.001  
31.604, 0.374, 0.001  
31.612, 0.374, 0.001  
31.617, 0.373, 0.001  
31.652, 0.372, 0.001  
31.658, 0.371, 0.001  
31.701, 0.371, 0.001  
31.707, 0.370, 0.001  
31.713, 0.369, 0.001  
31.753, 0.368, 0.001  
31.758, 0.368, 0.001  
31.803, 0.367, 0.001  
31.809, 0.366, 0.001  
31.814, 0.366, 0.001  
31.857, 0.365, 0.001  
31.861, 0.364, 0.001  
31.869, 0.363, 0.001  
31.908, 0.363, 0.001  
31.913, 0.362, 0.001  
31.961, 0.361, 0.001  
31.967, 0.360, 0.001  
31.973, 0.360, 0.001  
32.009, 0.359, 0.001  
32.013, 0.358, 0.001  
32.060, 0.358, 0.001  
32.066, 0.357, 0.001  
32.071, 0.356, 0.001  
32.112, 0.355, 0.001  
32.116, 0.355, 0.001  
32.163, 0.354, 0.001  
32.167, 0.353, 0.001  
32.172, 0.353, 0.001  
32.215, 0.352, 0.001  
32.220, 0.351, 0.001  
32.227, 0.351, 0.001  
32.278, 0.350, 0.001  
32.283, 0.349, 0.001  
32.316, 0.348, 0.001  
32.322, 0.348, 0.001  
32.327, 0.347, 0.001  
32.369, 0.346, 0.001  
32.373, 0.346, 0.001  
32.421, 0.345, 0.001  
32.427, 0.344, 0.001  
32.431, 0.344, 0.001  
32.471, 0.343, 0.001  
32.476, 0.342, 0.001  
32.521, 0.342, 0.001  
32.527, 0.341, 0.001  
32.532, 0.340, 0.001  
32.572, 0.340, 0.001  
32.577, 0.339, 0.001  
32.625, 0.338, 0.001  
32.630, 0.337, 0.001  
32.634, 0.337, 0.001  
32.675, 0.336, 0.001  
32.679, 0.335, 0.001  
32.683, 0.335, 0.001  
32.727, 0.334, 0.001  
32.730, 0.333, 0.001  
32.775, 0.333, 0.001  
32.779, 0.332, 0.001  
32.786, 0.331, 0.001  
32.827, 0.331, 0.001  
32.833, 0.330, 0.001  
32.878, 0.330, 0.001  
32.883, 0.329, 0.001  
32.888, 0.328, 0.001  
32.942, 0.328, 0.001  
32.948, 0.327, 0.001  
32.982, 0.326, 0.001  
32.988, 0.326, 0.001  
32.994, 0.325, 0.001  
33.033, 0.324, 0.001  
33.039, 0.324, 0.001  
33.083, 0.323, 0.001  
33.088, 0.322, 0.001  
33.092, 0.322, 0.001  
33.137, 0.321, 0.001  
33.144, 0.320, 0.001  
33.148, 0.320, 0.001  
33.192, 0.319, 0.001  
33.196, 0.319, 0.001  
33.240, 0.318, 0.001  
33.244, 0.317, 0.001  
33.250, 0.317, 0.001  
33.289, 0.316, 0.001  
33.296, 0.315, 0.001  
33.338, 0.315, 0.001  
33.343, 0.314, 0.001  
33.347, 0.314, 0.001  
33.393, 0.313, 0.001  
33.397, 0.312, 0.001  
33.443, 0.312, 0.001  
33.448, 0.311, 0.001  
33.453, 0.310, 0.001  
33.495, 0.310, 0.001  
33.499, 0.309, 0.001  
33.505, 0.309, 0.001  
33.545, 0.308, 0.001  
33.550, 0.307, 0.001  
33.612, 0.307, 0.001  
33.617, 0.306, 0.001  
33.622, 0.306, 0.001  
33.650, 0.305, 0.001  
33.655, 0.304, 0.001  
33.693, 0.304, 0.001  
